SiO2  ,Al2O3 ,Fe2O3 ,MnO ,MgO ,CaO ,Na2O ,K2O ,TiO2 ,P2O5 
58.10,14.17,6.07,0.07,3.23,3.74,1.25,2.14,0.98,0.09
58.74,14.45,5.55,0.07,2.29,4.55,1.39,1.96,1.00,0.08
49.57,15.97,4.66,0.04,3.73,7.58,2.16,2.36,0.86,0.09
57.01,15.92,5.69,0.07,2.74,2.67,1.56,3.46,0.82,0.19
56.69,17.90,6.05,0.08,2.59,1.37,1.86,3.35,0.86,0.08
53.98,17.74,6.67,0.07,2.93,2.41,1.17,3.51,0.93,0.12
58.90,12.74,6.06,0.09,2.63,2.78,1.07,1.91,0.61,0.42
54.35,14.05,5.56,0.07,3.42,4.76,1.96,2.17,0.64,0.25
57.20,16.40,5.94,0.06,2.95,2.65,1.08,2.80,0.82,0.10
59.92,12.53,5.31,0.06,2.66,5.63,1.24,1.53,0.96,0.07
61.08,13.89,5.41,0.06,2.51,3.52,0.98,1.92,0.80,0.09
55.35,12.78,5.15,0.08,2.99,6.77,0.93,1.68,0.79,0.14
56.53,13.19,5.49,0.07,3.09,5.32,0.89,1.71,0.80,0.10
58.29,14.33,5.48,0.08,3.14,2.81,0.75,2.59,0.86,0.16
58.53,14.98,5.20,0.08,2.71,2.77,0.84,2.79,0.85,0.13
57.31,14.71,5.56,0.08,2.77,2.69,0.55,2.53,0.86,0.12
52.98,15.05,5.08,0.07,2.62,6.50,1.61,2.61,0.81,0.09
50.29,16.92,5.22,0.07,2.79,6.88,1.84,3.28,0.81,0.06
53.08,17.91,7.01,0.09,3.32,2.37,0.83,3.58,0.85,0.10
59.04,15.42,6.13,0.08,3.14,1.82,1.25,1.90,0.85,0.09
53.97,17.16,6.07,0.06,2.69,4.15,0.84,3.34,0.84,0.11
55.90,14.18,6.13,0.07,3.03,5.25,1.01,1.89,0.92,0.12
58.12,13.64,5.12,0.06,2.14,6.16,0.88,1.84,0.96,0.06
56.53,14.18,6.08,0.06,2.72,4.66,0.99,1.65,0.97,0.09
57.35,15.25,6.93,0.07,3.71,2.05,0.43,2.11,0.80,0.08
60.72,14.49,4.92,0.07,2.54,2.44,1.12,2.57,0.82,0.14
57.74,14.29,4.76,0.07,2.57,4.81,2.04,2.18,0.84,0.11
56.67,14.46,5.32,0.07,2.73,4.91,0.94,2.39,0.81,0.10
60.19,13.66,4.96,0.07,2.70,3.97,1.49,1.95,0.84,0.10
54.34,16.14,5.97,0.08,2.97,3.55,0.63,2.79,0.87,0.15
57.62,14.32,5.22,0.07,3.05,3.61,0.73,2.43,0.75,0.13
60.91,12.65,5.78,0.10,2.18,4.25,0.71,1.90,0.75,0.10
56.77,13.22,5.36,0.08,2.76,5.20,0.53,2.24,0.76,0.12
56.18,14.69,5.65,0.06,2.41,5.12,0.64,2.50,0.87,0.10
57.65,14.76,5.75,0.07,2.92,3.22,0.59,1.87,0.88,0.09
52.76,13.59,5.43,0.06,3.20,7.57,1.38,1.38,0.84,0.09
54.38,14.20,6.03,0.06,3.07,5.60,0.79,1.58,0.91,0.10
58.75,13.18,5.28,0.07,3.38,3.83,0.51,1.84,0.83,0.11
58.17,15.16,5.82,0.08,2.68,2.04,0.66,2.64,0.89,0.09
56.09,16.40,6.58,0.09,2.65,1.46,0.52,2.97,0.92,0.09
57.29,15.12,5.39,0.08,2.55,2.79,0.87,2.29,0.89,0.10
57.83,14.92,5.72,0.08,2.66,3.36,0.92,2.52,0.84,0.09
60.16,13.74,4.83,0.07,2.68,2.89,0.97,2.16,0.85,0.11
56.20,15.19,5.67,0.09,2.88,2.73,0.64,1.90,0.87,0.12
56.54,14.00,5.42,0.08,2.48,4.55,0.49,1.97,0.78,0.11
63.71,13.76,5.25,0.08,2.07,1.46,0.53,2.05,0.90,0.09
57.02,15.65,6.13,0.08,2.69,1.97,0.51,2.35,0.90,0.09
52.75,15.11,5.69,0.07,3.35,4.92,0.70,2.12,0.78,0.16
50.03,12.70,5.11,0.07,2.90,9.54,0.78,1.70,0.79,0.12
52.61,14.58,5.99,0.06,3.36,5.50,0.73,1.33,0.83,0.10
55.72,14.55,5.91,0.05,3.10,4.24,0.50,1.49,0.87,0.09
