SiO2  ,Al2O3 ,Fe2O3 ,MnO ,MgO ,CaO ,Na2O ,K2O ,TiO2 ,P2O5 ,Ba ,Ga ,Sc  ,V ,Th ,Pb ,Ni ,Co ,Rb  ,Sr ,Y ,Zr ,Nb,Cr ,Cu ,Zn,Be ,Ge ,Sn,La ,Ce,Pr ,Nd,Sm ,Eu ,Gd,Tb ,Dy ,Ho ,Er,Tm,Yb ,Lu ,Hf ,Au 
49.26,13.23,8.62,0.1,4.9,7.84,1.45,1.7,1.16,0.15,295,21,19,122,14,19,66,26,80,135,53,518,26,134,43,73,1.7667,1.3212,2.235,62.4562,111.0528,13.4219,54.0458,10.7218,2.2376,9.4832,1.8617,11.6736,2.1897,6.8168,1.0891,7.1498,1.0728,18.991,0.5
53.73,16.49,10.24,0.11,4.07,2.86,1.11,2.92,1.12,0.12,360,36,18,138,14,20,69,29,126,118,34,271,20,163,61,108,2.5723,1.5082,2.0823,57.1162,105.7589,12.0893,48.993,9.396,1.8634,8.498,1.5272,8.0485,1.4254,4.6116,0.6975,4.0536,0.5739,10.8379,0.5
52.48,13.72,6.95,0.09,5.39,5.24,1.11,2.85,0.94,0.2,261,30,16,90,16,28,49,19,122,169,40,438,16,113,40,85,2.3172,1.8255,1.63,65.5181,116.3482,14.0304,54.3228,10.1564,1.8187,8.8628,1.5673,8.4325,1.5858,4.7687,0.7728,5.1234,0.7739,15.8405,0.5
51.14,17.17,7.16,0.08,4.85,4.71,2.56,2.18,0.82,0.15,536,30,17,95,11,25,56,21,117,115,31,213,15,111,47,89,2.0114,1.4523,1.9539,42.0252,76.5126,9.0452,34.4829,6.7705,1.5031,5.9054,1.1036,6.0097,1.1538,3.4874,0.5401,3.4439,0.5348,8.6601,0.5
57.51,12.8,6.28,0.09,3.39,6.07,1.22,2.62,1.01,0.16,315,28,14,101,12,25,46,20,128,213,40,375,19,101,29,79,2.2017,1.4531,2.3494,53.0654,94.2837,11.6389,45.8274,9.0519,1.8459,7.4514,1.5342,8.8692,1.75,5.3889,0.8514,5.5409,0.8465,13.7167,0.5
53.28,14.6,7.81,0.1,6.63,4.12,0.06,2.66,1.01,0.2,330,21,18,116,19,24,75,24,126,160,36,304,18,128,50,76,2.66,1.49,3.2,43.77,82.4,9.85,39.54,7.93,1.52,6.86,1.26,6.9,1.31,3.93,0.59,3.88,0.58,10.66,0.5
62.39,15.14,5.39,0.07,2.34,3.43,1.08,2.79,0.79,0.12,248,16,15,72,24,32,44,20,131,113,43,402,16,90,36,63,4.21,1.66,2.6,96.07,170.77,20.37,77.32,13.83,1.83,10.51,1.85,9.56,1.63,4.59,0.69,4.46,0.67,12.48,0.5
62.32,15.36,5.81,0.07,2.49,3.48,1.01,2.98,0.82,0.12,278,25,14,83,21,28,52,32,136,113,43,390,15,117,47,73,3.98,1.62,2.74,93.95,170.22,20.31,77.83,14.27,1.76,10.65,1.9,10.67,1.96,5.83,0.88,5.47,0.79,11.34,0.5
60.53,15.81,6.38,0.07,2.61,3.31,0.95,3.17,0.86,0.13,291,20,16,80,26,29,51,19,149,107,39,370,18,93,46,83,3.86,1.77,3.4,106.26,191.76,22.86,88.39,15.93,1.96,11.6,1.9,9.56,1.57,4.38,0.63,4.06,0.62,12.05,0.5
67.48,12.15,6.91,0.09,2.6,1.95,0.09,1.93,0.81,0.09,328,10,14,96,15,31,47,16,109,120,36,291,14,98,36,71,3.3,2.04,2.86,55.89,103.5,12.2,48.11,9.21,1.64,7.65,1.33,7.29,1.35,4.08,0.59,3.97,0.6,10.21,0.5
67.79,12.18,6.92,0.1,2.76,1.95,0.08,1.93,0.82,0.08,302,19,15,107,16,26,44,15,108,119,39,298,14,102,26,61,3.49,2.18,2.8,60.96,113.92,13.43,53.17,10.13,1.73,8.8,1.54,8.5,1.6,4.94,0.76,4.91,0.76,10.37,0.5
65.27,12.96,6.61,0.1,2.22,3.03,0.28,2.28,1.06,0.21,337,28,15,104,24,34,48,17,125,182,75,1078,37,88,48,69,3.22,1.41,5.31,88.6,162.82,19.45,75.04,14.47,2.92,13.02,2.43,14.27,2.84,9.08,1.45,9.7,1.55,36.99,0.5
56.33,10.88,5.58,0.07,5.06,6.45,0.15,2.63,0.79,0.17,428,16,15,85,13,27,43,14,129,129,34,227,16,83,32,80,2.99,1.41,3.33,38.58,75.66,8.55,33.87,6.65,1.25,6.03,1.09,5.79,1.07,3.3,0.51,3.34,0.5,7.97,0.5
54.66,10.46,6.89,0.09,5.82,6.76,0.14,1.9,0.93,0.17,264,19,16,107,12,24,74,20,102,144,40,405,20,172,48,83,2.28,1.27,2.87,35,65.27,7.99,32.99,6.9,1.56,6.3,1.21,7.13,1.41,4.43,0.7,4.46,0.7,12.5,0.5
47.6,10.64,6.43,0.08,7.19,9.08,0.93,2,0.89,0.22,280,22,17,98,10,23,53,20,89,130,30,214,13,114,40,94,1.4963,1.2278,1.0225,33.1036,60.1253,7.1022,29.3899,5.4647,1.1922,5.1847,0.982,5.7874,1.0582,3.5731,0.4934,3.2301,0.4458,8.1388,0.5
58.23,15.69,7.85,0.1,3.47,2.29,1.28,3.05,1,0.11,265,32,14,106,24,22,52,19,128,119,46,397,18,120,43,84,2.79,2,3.11,161.52,284.26,32.76,129.26,22.28,2.77,19.76,3.08,13.61,2.2,6.18,0.87,5.81,0.84,15.74,0.5
58.18,13.44,6.3,0.09,3.15,4.02,1.67,2.4,1.02,0.15,376,31,14,90,26,21,45,21,92,159,66,641,30,109,26,74,2.51,1.5955,3.5505,124.0242,226.9187,26.6259,107.6749,19.5772,3.1784,16.6278,2.9474,15.6439,2.8285,9.7247,1.3408,8.6733,1.2386,23.3547,0.5
57.8,13.95,5.34,0.09,4,5.32,0.16,3.6,0.87,0.18,332,20,17,77,25,28,48,14,154,112,46,315,19,49,28,71,4.13,1.68,3.94,58.96,118.16,13.28,52.56,10.51,1.48,9.4,1.83,10.9,2.14,6.58,0.98,6.45,0.98,11.68,0.5
51.25,17.08,7.94,0.08,3.94,4.44,1.73,3.59,1.02,0.16,351,24,16,104,22,30,53,22,165,162,36,281,15,122,58,132,3.038,2.0446,3.6011,100.8816,163.0449,21.7094,84.3416,14.8695,2.0528,12.2591,1.8783,8.7661,1.4189,4.048,0.5614,3.6384,0.5317,8.9554,2
58.8,14.65,7.56,0.1,3.79,3,1.31,2.89,0.95,0.14,332,24,15,119,17,27,55,22,121,134,39,291,17,157,37,77,2.5273,1.8608,2.9171,55.1807,86.9607,12.2058,49.1482,9.3602,1.8258,8.3815,1.5285,8.7815,1.6814,4.906,0.7326,4.7275,0.7068,10.5039,0.5
65.22,11.94,6.92,0.1,2.95,3.5,1.86,1.64,0.85,0.15,343,21,14,101,15,24,60,21,102,160,41,289,16,170,28,87,2.688,2.215,3.369,65.58,121.7,14.62,58.54,11.01,1.874,9.647,1.717,8.966,1.692,5.052,0.772,4.728,0.607,9.143,1
68.87,11.26,7.37,0.1,3.82,3.35,2.22,1.26,0.98,0.14,300,17,15,99,7,22,82,26,64,145,55,542,24,225,28,74,1.955,2.234,3.173,61.97,122.9,14.58,61.01,11.79,2.263,11.08,2.125,12.29,2.431,7.595,1.232,7.866,1.14,19.43,0.5
67.02,11.05,6.93,0.1,2.65,3.32,2.46,1.65,0.86,0.15,403,17,12,87,9,26,64,27,78,161,45,509,19,159,35,79,2.002,2.03,2.79,36.41,75.66,8.873,37.41,8.067,1.765,7.634,1.502,9.312,1.86,6,1.012,6.125,0.918,16.15,1
53.42,11.57,7.99,0.11,4.2,5.78,1.94,1.67,1.22,0.36,327,32,16,127,6,19,79,25,63,154,47,437,27,188,46,87,1.6879,1.2596,1.9465,35.8229,73.7635,8.9868,38.4304,8.9611,2.1147,7.8167,1.6367,10.6144,2.0458,6.9231,1.0446,6.4049,0.9564,19.9226,1
61.32,11.64,7.15,0.1,3.48,4.23,0.22,2.05,0.94,0.18,329,31,16,112,20,23,64,18,105,158,43,449,20,156,50,88,2.33,1.27,3.06,41.82,76.97,9.34,37.92,8.16,1.71,7.45,1.45,8.55,1.7,5.27,0.85,5.44,0.86,14.34,1
44.04,11.87,5.7,0.07,6.9,11.11,1.39,2.24,0.87,0.4,231,20,16,81,10,21,53,20,93,246,30,208,13,100,34,82,1.5929,1.2882,3.2384,30.7232,55.8544,6.8314,27.8845,5.6169,1.2819,5.2878,0.9461,6.1522,1.0938,3.2124,0.4922,3.2091,0.4694,6.1138,1
50.25,14.31,7.88,0.1,4.3,7.02,1.22,3.25,1.21,0.22,352,23,16,117,11,24,65,25,114,163,40,369,18,138,48,86,2.3446,1.6916,2.2538,56.4797,102.1029,12.1253,49.5455,9.5958,1.8043,7.9071,1.5022,8.5044,1.5368,5.1123,0.6881,4.7419,0.6462,16.5373,1
59.8,12.88,5.71,0.1,2.97,3.83,1.53,2.46,0.92,0.17,388,23,13,97,17,22,38,15,91,163,41,380,17,103,26,67,2.0014,1.5628,2.5399,52.4478,84.8387,11.6833,47.1814,9.2296,1.6929,7.9182,1.4043,7.8509,1.4683,4.4773,0.6762,4.4617,0.6702,11.8451,2
56.49,15.48,7.49,0.09,3.88,3.23,1.06,2.87,0.95,0.1,276,22,16,117,22,28,54,20,144,109,33,281,14,119,39,88,2.6945,1.7328,3.156,61.4033,93.1278,13.3658,52.5992,9.7058,1.7506,8.1396,1.3785,7.3544,1.2969,3.8654,0.5565,3.5791,0.5323,8.7601,4
56.09,16.23,7.41,0.09,3.52,2.71,1.16,3.4,0.99,0.12,299,26,14,96,28,20,44,23,149,113,43,296,15,112,36,89,2.8596,2.1172,2.9218,121.0762,194.5807,26.4397,102.5307,18.0264,2.4298,14.8274,2.2936,10.516,1.6695,4.6631,0.625,4.051,0.591,9.486,2
65.06,12.2,7.53,0.1,2.63,2.24,1.5,2.11,0.77,0.11,391,21,14,83,14,23,53,19,132,130,34,274,16,131,34,77,2.774,2.453,3.17,57.14,105.9,12.15,48.48,9.265,1.607,8.019,1.388,6.916,1.306,3.853,0.575,3.641,0.507,8.559,1
63.05,11.42,7.51,0.11,3.03,3.79,2.42,1.05,1.04,0.09,224,17,14,104,8,23,77,21,59,156,44,359,18,214,24,71,2.056,2.313,2.669,43.65,85.52,10.07,42.39,8.558,1.832,8.408,1.607,9.673,1.958,6.47,1.029,6.465,0.83,12.96,0.5
65.97,11.47,7.65,0.1,3.15,3.47,1.83,1.55,0.86,0.13,389,17,14,98,9,22,87,25,93,156,36,268,17,220,46,81,2.063,2.168,3.184,40.11,78.03,9.304,38.77,7.577,1.62,7.049,1.306,7.627,1.42,4.538,0.692,4.465,0.607,9.407,0.5
59.01,12.34,6,0.09,3.3,4.05,1.74,2.22,0.75,0.2,367,20,12,93,19,26,56,18,104,214,33,236,14,136,41,71,2.3759,1.1854,2.6316,32.0834,59.7436,7.2574,29.3865,5.8115,1.3442,5.187,0.9813,5.6704,1.0768,3.2788,0.5053,3.3696,0.4928,7.3378,5
55.79,13.27,8.75,0.11,4.44,5.08,1.24,1.8,1.1,0.16,310,30,16,128,7,16,80,24,76,147,36,391,15,182,49,84,1.9352,1.7413,1.07919,40.4358,74.3292,9.0419,36.7629,7.4731,1.89,6.4935,1.3424,7.0189,1.335,4.3199,0.717,4.5097,0.6158,14.074,1
62.49,11.12,7.27,0.11,3.34,4.4,0.13,2,0.85,0.24,405,15,15,107,10,26,73,21,101,149,38,304,21,146,45,76,1.88,1.26,2.54,41.56,76.81,9.14,38.24,7.48,1.55,7.18,1.32,7.25,1.43,4.66,0.69,4.3,0.62,9.87,0.5
61.04,11.71,9.67,0.15,3.4,3.93,0.11,1.65,0.99,0.12,380,19,18,151,8,24,65,24,80,131,32,269,13,135,62,134,1.35,1.45,1.54,28.13,50.53,6.44,27.56,5.8,1.54,5.48,1.05,6.28,1.15,3.62,0.6,3.62,0.53,8.79,0.5
67.28,11.8,5.87,0.12,2.17,3.45,0.24,1.81,0.7,0.11,336,14,14,100,14,29,39,18,77,170,35,338,13,97,30,67,1.5,1.26,1.81,20.65,43.22,4.63,19.16,4.1,1.18,4.17,0.88,5.43,1.08,3.59,0.62,4.12,0.6,12.33,0.5
60.85,13.73,7.61,0.1,3.22,3.12,1.34,2.45,1.02,0.15,426,30,13,110,15,22,49,23,115,152,42,399,26,126,42,90,2.0774,1.5359,3.838,65.5631,120.1762,14.2518,55.3351,11.2877,2.1996,9.8456,1.6461,9.1341,1.7638,5.0053,0.6997,5.0414,0.7735,12.8301,0.5
61.44,14.08,7.24,0.1,3.13,3.04,1.51,2.27,0.96,0.12,420,24,14,105,11,20,53,23,122,151,43,336,31,136,35,77,2.2335,1.4505,2.8075,46.8393,79.2526,10.1159,41.7595,8.9331,1.987,7.8634,1.6803,9.5886,1.6954,5.6326,0.9199,5.6747,0.7624,13.1336,0.5
57.47,13.74,6.74,0.1,3.45,4.19,1.18,2.4,0.95,0.17,414,23,12,108,16,24,46,17,118,170,33,309,22,121,32,76,2.4204,1.5443,2.8225,47.8401,83.2409,10.5565,42.6429,8.1498,1.6206,7.0577,1.2053,6.5034,1.195,3.577,0.5358,3.4077,0.5136,10.2875,6
59.83,14.33,7.1,0.1,2.92,2.79,1.39,2.55,0.86,0.1,345,21,14,116,16,24,51,18,129,126,32,250,15,136,32,79,2.5328,1.6658,2.8176,55.4573,87.0465,12.1158,48.423,9.1167,1.6449,7.7413,1.3119,7.0567,1.2669,3.6434,0.526,3.4247,0.5047,7.0328,5
56.9,14.91,7.94,0.1,3.85,2.9,1.43,2.74,0.87,0.13,338,28,14,112,19,26,76,23,167,152,36,274,18,187,49,93,2.531,1.509,3.6914,57.7927,83.725,12.1289,47.5636,8.5911,1.6128,7.5439,1.273,6.7138,1.2208,3.6323,0.5373,3.5454,0.5251,8.5178,4
54.43,13.75,8.6,0.12,4.5,4.13,1.57,2.27,1.03,0.13,345,22,16,146,15,26,70,26,119,125,34,219,20,180,41,88,2.5513,1.5567,3.6677,35.1096,66.6234,8.2045,34.3094,7.1202,1.6278,6.245,1.1802,6.6409,1.2233,3.7006,0.5563,3.7536,0.5392,6.762,6
52.74,12.73,7.68,0.12,4.89,4.86,1.49,2.07,0.93,0.16,336,25,16,121,12,23,71,20,114,142,37,238,21,185,37,80,2.5712,1.5431,4.0187,30.6628,58.7535,7.3081,30.6987,6.3257,1.5675,5.9073,1.1245,6.729,1.2694,3.9316,0.6013,4.1256,0.6039,7.8245,3
58.67,13.71,6.32,0.1,2.84,3.84,1.91,2.11,0.81,0.11,374,21,13,102,13,24,52,17,95,160,39,342,18,126,37,71,2.0667,1.1188,3.4221,35.4118,66.5364,8.0049,33.1266,6.9737,1.5144,6.3348,1.2381,7.4897,1.4335,4.4863,0.7146,4.723,0.6932,11.9496,0.5
63.8,13.89,6.67,0.1,2.58,1.88,1.25,2.37,0.83,0.08,287,26,13,102,16,28,60,17,132,135,36,327,18,145,39,72,2.1856,1.3517,2.6616,43.9211,81.4073,9.545,38.627,7.4414,1.442,6.3968,1.1371,6.4692,1.1776,3.6048,0.5853,3.6684,0.5442,9.6386,5
58.16,18.31,7.3,0.09,2.32,2.04,1.4,3.35,0.96,0.13,343,27,17,96,23,38,49,19,174,150,39,323,17,107,59,76,3.4763,1.9134,1.8029,94.8184,178.6061,19.9838,76.541,14.6657,2.6554,12.1838,2.154,10.4399,1.7664,5.4259,0.7226,4.9058,0.7088,12.5187,1
57.95,14.03,9.43,0.11,3.43,3.3,1.49,2.14,1.26,0.14,310,31,15,141,17,17,69,25,106,134,69,559,37,170,50,80,2.4409,1.5912,4.1075,73.1925,119.3073,15.9821,64.6903,13.1832,2.6865,12.3486,2.5426,15.2125,2.7134,9.4038,1.404,8.995,1.2591,15.6266,0.5
54.01,12.83,7.34,0.11,4.57,5.06,1.5,2.11,0.97,0.16,303,18,16,112,19,22,59,25,102,159,34,340,18,133,50,80,1.7006,1.3076,1.2716,56.0231,96.3883,11.533,45.377,8.4334,1.4123,7.0508,1.3233,7.148,1.2656,4.4613,0.6933,4.5374,0.655,11.3553,0.5
50.27,14.32,10.15,0.14,3.92,3.86,1.5,2.19,1.11,0.17,249,26,16,138,11,16,73,29,88,153,34,331,17,158,60,90,1.522,1.5037,1.07124,37.4901,68.0587,8.3362,34.1217,6.7667,1.5675,6.0076,1.264,7.4393,1.425,4.8274,0.6932,4.5992,0.6426,12.3709,0.5
66.96,11.52,6.45,0.09,2.58,2.94,0.15,1.98,0.88,0.1,376,27,14,111,16,21,46,18,93,147,39,396,21,115,32,61,1.92,1.48,2.88,45.69,86.16,10.12,41.34,8.04,1.64,7.73,1.33,7.47,1.41,4.3,0.68,4.04,0.64,13.5,0.5
63.65,12.97,7.13,0.1,3.26,2.81,0.14,2.15,1.03,0.15,310,24,16,112,19,22,69,18,121,158,36,437,25,154,43,71,1.99,1.32,2.84,47.95,90.15,10.01,39.55,7.21,1.58,7.19,1.33,7.21,1.42,4.33,0.69,4.14,0.6,16.24,0.5
57.92,14.52,8.45,0.11,2.94,3.16,1.35,2.13,1.2,0.12,375,31,14,130,10,17,50,27,104,143,37,313,27,103,41,87,2.1025,1.475,2.492,48.7754,91.3899,11.226,45.4647,9.5526,2.2035,8.1349,1.5853,9.3775,1.7532,5.2551,0.8424,5.4879,0.744,11.7315,0.5
56.89,14.07,8.25,0.11,3.88,3.39,1.32,2.52,1.1,0.15,375,36,15,129,8,22,59,16,110,130,42,363,24,128,34,72,2.1251,1.565,4.1225,46.909,87.2855,10.8994,43.866,9.214,1.9829,7.971,1.5348,9.5818,1.8706,5.387,0.8524,5.8629,0.8108,13.7774,0.5
52.72,13.68,8.37,0.11,3.83,5.46,1.77,2.1,1.05,0.16,324,25,19,141,15,23,57,28,98,189,33,251,16,139,39,103,1.4376,1.4263,2.1732,38.5563,70.353,8.4429,35.2328,7.1179,1.5326,6.4928,1.21,7.1369,1.3729,4.1665,0.6498,4.3278,0.6371,7.8007,4
60.54,13.43,7.37,0.11,3.27,3.37,1.96,2.14,0.83,0.13,371,21,14,111,15,26,54,20,103,155,34,270,15,133,42,82,1.7544,1.2668,2.6138,35.5316,64.9001,7.6928,31.3855,6.3599,1.3584,5.7069,1.0668,6.3561,1.1829,3.6946,0.5898,3.8606,0.5613,8.0234,1
62.1,12.08,5.63,0.1,2.38,4.06,2,2,0.65,0.11,419,20,11,82,11,23,40,19,81,172,30,255,15,104,30,67,1.671,1.1182,1.8102,26.9202,51.332,6.0228,24.4924,5.1729,1.1807,4.6594,0.9363,5.6125,1.0762,3.3263,0.5382,3.5002,0.5283,8.6836,0.5
62.94,13.01,6.37,0.1,2.8,3.47,1.62,2.09,0.86,0.1,422,17,13,98,14,22,46,21,88,148,34,281,16,121,32,79,1.9266,1.2881,2.3711,50.4402,87.1768,10.6129,43.1776,8.2012,1.5683,7.2365,1.286,7.388,1.3484,4.1695,0.6565,4.1396,0.6206,9.1591,0.5
65.98,11.61,5.54,0.08,2.63,3.16,1.39,2.24,0.81,0.23,436,11,11,89,11,24,36,15,94,176,30,313,16,120,31,77,1.8799,1.4154,2.4862,45.2878,81.9906,9.8665,40.0855,7.707,1.4622,6.6866,1.1688,6.6682,1.2088,3.6485,0.5768,3.739,0.5478,11.102,4
61.19,15.96,6.97,0.62,2.54,2.09,1.42,3.14,1.22,0.56,477,23,13,94,68,25,71,20,129,130,67,328,18,122,44,71,2.7805,3.4641,4.036,254.3857,478.497,55.4996,211.1406,38.7476,5.9741,31.2914,4.5395,20.1391,3.3125,9.8772,1.2468,8.0334,1.2368,12.3938,0.5
62.77,12.03,7.49,0.11,2.84,4.23,0.16,1.67,0.96,0.18,379,24,17,108,10,24,59,24,77,212,30,408,14,119,50,72,2.24,1.2,1.31,34.92,69.95,7.58,30.35,5.58,1.38,5.57,0.98,5.62,1.07,3.37,0.57,3.48,0.51,13.4,0.5
55.68,11.71,7.15,0.1,4.04,6.22,1.12,2.32,0.97,0.19,422,18,16,112,13,21,76,32,95,197,28,232,15,125,50,87,1.6158,1.3646,1.4365,45.0612,84.6265,10.1587,41.0362,8.7634,1.5235,6.7928,1.1021,6.9937,1.3515,3.9551,0.6107,4.3819,0.6973,16.3778,1
61.5,12.16,6.71,0.12,3.35,3.23,1.19,2.58,1,0.16,430,30,14,110,13,23,69,37,95,151,33,315,18,113,36,78,1.8221,1.5638,1.4148,69.058,132.7266,15.6291,63.6442,13.7102,2.0444,9.3079,1.5899,9.1008,1.6948,5.3363,0.8225,5.9748,0.9,22.4192,0.5
61.96,13.82,7.15,0.12,3.06,3.01,1.01,2.49,0.88,0.18,419,23,14,106,11,22,73,30,98,150,28,254,12,135,63,91,2.0449,1.3076,1.5645,44.1418,82.7667,10.1224,41.6548,9.0295,1.66,6.6217,1.2222,7.1975,1.4196,4.0728,0.6647,4.9305,0.7826,20.714,0.5
61.62,13.28,6.44,0.11,3.07,2.69,1.44,2.17,0.9,0.16,347,15,15,96,15,24,59,31,89,146,34,338,15,107,39,77,1.7264,1.4683,2.3211,60.2786,116.9154,14.3029,58.5491,13.3514,1.9665,8.9988,1.6896,10.242,1.857,5.6633,0.9756,6.352,1.1005,30.9118,0.5
59.56,13.95,6.5,0.09,2.72,2.17,1.3,2.13,0.8,0.09,390,21,17,105,8,22,60,28,107,129,32,274,19,111,41,80,2.2841,1.3693,1.9889,53.1172,101.6897,12.1182,49.8876,10.7862,1.7902,8.2917,1.4515,9.6071,1.7241,5.3875,0.9223,6.5564,1.0396,27.5096,1
58.27,13.88,8.33,0.11,3.51,2.47,1.08,2.48,0.93,0.09,336,17,21,131,10,25,79,33,123,91,27,190,14,135,68,104,2.0469,1.4777,2.834,57.6035,107.1229,12.9994,52.9703,11.8945,1.9154,8.3419,1.5107,9.3352,1.6409,4.8488,0.7869,5.7397,1.0108,23.6739,0.5
57.85,12.72,8.51,0.13,3.63,3.89,1.6,2.08,0.92,0.12,396,27,22,131,6,27,84,39,100,119,40,251,19,148,49,115,1.8916,1.3955,3.3215,47.7875,89.8613,11.4242,47.9728,11.4893,2.17,9.1955,1.8305,11.8321,2.2989,7.0246,1.3027,8.2254,1.3701,27.6887,0.5
58.98,12.45,7.31,0.11,3.19,3.6,1.46,2.06,0.82,0.13,348,25,17,119,11,16,75,32,96,128,40,283,21,142,41,96,1.7626,1.2994,3.2677,72.0778,140.7516,16.8982,67.1991,14.7547,2.2564,10.7712,2.0429,12.8345,2.5156,7.8635,1.3374,8.6036,1.5623,29.2775,0.5
60.28,12.51,7.17,0.1,3.09,3.8,1.42,1.78,0.87,0.1,314,20,18,111,11,20,71,33,79,121,38,340,18,122,36,76,2.1215,1.2465,3.6716,33.605,63.1483,7.622,31.9765,7.01,1.7185,7.0721,1.4131,9.1766,1.7709,5.3704,0.837,5.4947,0.8304,14.2004,0.5
58.91,13.79,7.77,0.1,3.06,2.47,0.99,2.02,0.9,0.1,377,20,17,120,11,24,77,29,100,127,29,224,14,137,54,77,1.8516,1.5539,1.7386,36.7035,70.0903,8.1963,33.6411,6.6811,1.5249,6.464,1.095,6.7074,1.1832,3.7563,0.5396,3.5632,0.5557,9.4114,0.5
59.66,13.66,6.99,0.1,2.82,2.64,1.08,2.11,0.93,0.07,334,22,18,115,12,22,77,29,94,119,30,282,17,148,44,77,1.711,1.3345,1.7691,56.9939,106.5527,12.3485,49.9489,8.8012,1.7546,8.8563,1.4068,8.0261,1.3918,4.3452,0.6153,3.6834,0.6641,12.0576,0.5
57.39,14.23,9.62,1.69,3.73,2.97,0.08,2.72,0.73,0.82,484,14,16,72,45,24,90,20,108,77,85,186,7,108,76,91,2.57,4.56,2.56,129.8,242.65,27.04,109.12,18.32,3.17,17.44,3.03,18.55,3.93,13.09,2.08,12.73,1.75,5.71,0.5
58.66,17.53,8.69,0.13,2.18,2.11,0.1,3.5,1.53,0.16,483,25,19,146,30,27,60,24,161,126,38,299,17,132,49,93,2.69,2,3.4,120.01,234.25,27,108.1,19.31,3.2,16.57,2.5,10.8,1.71,4.91,0.74,4.46,0.64,10.54,0.5
57.14,16.4,8.43,0.12,3.1,3.23,1.4,2.58,1.14,0.13,300,22,21,142,17,21,62,32,114,123,38,268,17,141,53,84,3.6,1.79,2.08,65.93,121.54,14.36,57.47,11.78,1.88,8.66,1.68,9.66,1.8,5.37,0.83,5.29,0.82,8.97,0.5
58.13,14.04,7.21,0.09,3.3,4.26,1.36,2.56,1.11,0.17,287,16,17,112,17,19,63,23,111,165,55,697,26,137,45,79,3.24,1.65,2.7,75.17,134.79,16.51,65.14,12.89,2.05,9.57,1.91,11.02,2.12,6.42,1.03,6.88,1.07,24.75,0.5
58.45,13.01,7.01,0.1,3.43,3.94,1.51,2.26,0.91,0.18,369,28,14,109,7,19,54,23,86,166,36,348,17,134,36,70,1.8125,1.3724,1.2693,42.6969,79.5021,9.6204,39.0097,7.7544,1.7722,6.5829,1.3268,8.1245,1.5842,4.9063,0.7684,4.826,0.7418,12.6226,0.5
64.64,11.69,7.78,0.08,3.3,2.78,0.18,2.02,1.06,0.12,366,21,14,122,14,22,54,23,109,115,45,651,27,115,40,70,2.13,1.66,3.45,37.61,72.26,8.58,34.88,7.46,1.75,7.58,1.49,8.85,1.79,5.6,0.92,5.98,0.83,22.12,0.5
52.8,13.86,9.04,0.09,4.98,4.41,1.02,2.13,1.09,0.12,314,26,15,131,12,20,57,20,112,121,33,258,16,121,50,80,1.6321,1.7175,1.3976,50.2835,91.6536,10.9521,42.6751,8.7327,1.734,7.3678,1.3981,7.1901,1.3727,3.962,0.6088,3.7331,0.5865,11.0438,0.5
53.53,13.93,9.45,0.11,3.65,3.91,1.39,1.98,1.22,0.13,305,24,17,147,11,22,58,28,96,114,49,566,26,128,44,84,1.9716,1.4454,2.815,41.7769,78.7062,9.7017,39.977,9.2077,2.0935,8.0717,1.7045,10.9689,2.0841,6.4303,1.0154,6.9318,1.0778,20.7427,0.5
55.55,13.51,8.64,0.11,2.91,4.36,1.84,1.74,1.35,0.21,418,28,15,133,9,15,44,24,79,141,47,345,35,104,32,82,1.7408,1.4759,2.3907,41.6419,79.9677,10.0619,42.1867,9.5816,2.5552,8.6031,1.7068,10.42,2.0474,5.946,0.9669,6.5689,0.8696,13.9275,0.5
59.68,12.78,6.67,0.1,3.39,3.95,1.84,2.16,0.9,0.14,331,24,12,107,8,18,59,26,102,140,46,421,22,140,28,73,1.8628,1.3668,3.1822,33.7053,64.5215,8.0936,33.4131,7.5508,2.0074,6.8654,1.5565,9.6153,1.826,6.0827,1.0246,6.3584,0.8969,18.2313,0.5
59.26,12.24,7.57,0.12,4.06,3.37,1.21,2.1,0.87,0.19,368,27,16,113,10,22,99,35,111,141,34,223,19,183,53,95,2.161,1.3577,2.4033,31.3282,58.6174,7.0684,30.0561,6.3542,1.4591,5.9656,1.1427,7.4956,1.3768,4.6283,0.6931,4.4187,0.6814,8.4493,1
57.43,13.3,7.67,0.11,3.79,3.79,1.07,1.91,0.91,0.1,312,22,19,112,10,25,93,32,107,113,39,281,20,166,49,81,2.3723,1.3052,3.251,45.388,84.2705,10.4678,43.7786,8.5258,1.8835,8.3612,1.5397,9.8341,1.8851,6.056,0.8555,5.7071,0.8426,10.8165,0.5
61.53,12.93,6.63,0.09,3.32,3.77,1.43,2.13,0.85,0.2,352,20,13,105,10,18,48,19,92,152,41,370,19,130,32,78,1.9571,1.2547,3.5818,40.2076,78.1135,9.1449,37.4947,7.5668,1.5616,7.0304,1.3546,7.84,1.5416,4.8249,0.7332,5.0709,0.7312,11.0368,3
63.58,14.66,6.55,0.09,2.32,2.06,0.19,3,1.04,0.29,341,31,16,99,40,28,31,13,156,168,54,661,21,67,30,73,2.73,1.64,3.79,97.67,189.02,21.19,84.01,14.19,2.51,13.75,2.25,12.24,2.35,7.5,1.16,7.06,1.06,24.64,0.5
